"interaction_id","node_from","node_to","date","direction","type","method","attr_id","value","geom","public","network_id","created_at","updated_at","attribute.id","attribute.name","attribute.description","attribute.unit","attribute.created_at","attribute.updated_at"
101084,25493,25484,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:24.111Z","2021-11-02T19:59:49.597Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101085,25494,25484,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:24.167Z","2021-11-02T19:59:49.619Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101086,25493,25485,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:24.206Z","2021-11-02T19:59:49.641Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101092,25490,25486,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:24.998Z","2021-11-02T19:54:08.769Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101087,25494,25485,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:24.359Z","2021-11-02T19:59:49.663Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101088,25493,25486,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:24.501Z","2021-11-02T19:59:49.685Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101089,25494,25486,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:24.549Z","2021-11-02T19:59:49.707Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101090,25490,25484,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:24.693Z","2021-11-02T19:59:49.730Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101091,25490,25485,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:24.845Z","2021-11-02T19:59:49.753Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101093,25489,25484,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.317Z","2021-11-02T19:59:49.777Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101094,25489,25485,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.487Z","2021-11-02T19:59:49.813Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101095,25489,25486,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.522Z","2021-11-02T19:59:49.836Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101096,25501,25487,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.554Z","2021-11-02T19:59:49.859Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101097,25502,25487,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.590Z","2021-11-02T19:59:49.882Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101099,25496,25487,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.668Z","2021-11-02T19:59:49.929Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101100,25496,25489,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.706Z","2021-11-02T19:59:49.952Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101101,25498,25487,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.752Z","2021-11-02T19:59:49.974Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101102,25498,25490,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.795Z","2021-11-02T19:59:49.996Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101103,25497,25491,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.847Z","2021-11-02T19:59:50.017Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101104,25497,25492,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.880Z","2021-11-02T19:59:50.041Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101105,25497,25493,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.914Z","2021-11-02T19:59:50.064Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101106,25497,25494,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:25.957Z","2021-11-02T19:59:50.088Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101107,25497,25489,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.004Z","2021-11-02T19:59:50.111Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101108,25499,25492,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.050Z","2021-11-02T19:59:50.134Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101109,25499,25487,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.086Z","2021-11-02T19:59:50.157Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101110,25499,25490,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.122Z","2021-11-02T19:59:50.179Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101111,25500,25483,"1939-01-01T00:00:00.000Z","directed","herbivory","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.168Z","2021-11-02T19:59:50.202Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101112,25500,25492,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.212Z","2021-11-02T19:59:50.225Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101113,25500,25495,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.264Z","2021-11-02T19:59:50.268Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101114,25500,25496,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.299Z","2021-11-02T19:59:50.292Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101115,25503,25497,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.341Z","2021-11-02T19:59:50.319Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101116,25504,25492,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.376Z","2021-11-02T19:59:50.342Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101117,25504,25496,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.417Z","2021-11-02T19:59:50.364Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101118,25504,25498,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.453Z","2021-11-02T19:59:50.386Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101119,25504,25499,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.482Z","2021-11-02T19:59:50.409Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
101120,25504,25500,"1939-01-01T00:00:00.000Z","directed","predation","field observation and gut content",1,1,NA,TRUE,1520,"2019-03-11T16:11:26.526Z","2021-11-02T19:59:50.432Z",1,"presence/absence","Presence or absence of an interaction; this is a unitless measurement that should be used as the default attribute when no further information is known. Paired wtih a value of 0, it can represent a true absence",NA,"2019-02-21T21:17:01.496Z","2021-11-02T20:32:33.821Z"
